
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 05월 19일~06월 17일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
금산,238,05-20,      17.6,      25.1,      10.5,       2.6,      63.7,       7.9,,,     990.7,    1010.7,       1.3
부안,243,05-20,      17.7,      23.9,      12.5,       2.3,      70.4,       8.1,,,    1009.8,    1010.9,       2.0
임실,244,05-20,      16.8,      24.4,       9.7,       2.6,      67.0,       7.8,,,     982.3,    1010.9,       1.5
정읍,245,05-20,      18.6,      25.3,      12.5,       2.4,      63.4,       7.8,,,    1005.4,    1010.8,       1.5
남원,247,05-20,      18.1,      25.4,      11.2,       3.1,      65.1,       7.8,,,     999.1,    1010.9,       1.7
장수,248,05-20,      16.4,      23.3,       9.6,       3.2,      67.7,       7.7,,,     963.9,    1010.7,       1.9
영광군,252,05-20,      17.9,      24.2,      12.2,       3.5,      71.8,       7.8,,,    1006.8,    1010.3,       2.2
김해시,253,05-20,      19.9,      25.8,      14.9,       5.2,      62.2,       8.2,,,    1005.3,    1012.2,       2.1
순창군,254,05-20,      18.5,      25.6,      11.8,       4.6,      66.6,       8.1,,,     996.9,    1011.6,       1.8
양산시,257,05-20,      19.4,      25.6,      13.9,       5.3,      62.7,       7.6,,,    1011.0,    1012.8,       2.6
강진군,259,05-20,      18.5,      24.3,      12.9,       5.2,      70.1,       8.0,,,    1010.6,    1012.1,       2.6
장흥,260,05-20,      17.9,      24.1,      11.8,       4.1,      70.3,       7.7,,,    1005.8,    1010.9,       2.0
해남,261,05-20,      17.9,      24.0,      12.2,       3.7,      71.5,       8.1,,,    1009.1,    1011.1,       2.4
고흥,262,05-20,      17.9,      24.1,      12.0,       4.7,      67.0,       7.7,,,    1004.9,    1011.0,       1.6
의령군,263,05-20,      18.6,      26.6,      11.2,       1.7,      67.3,       7.5,,,    1010.1,    1011.8,       1.2
함양군,264,05-20,      17.9,      25.5,      10.2,       2.2,      70.6,       8.1,,,     994.1,    1011.7,       1.2
진도군,268,05-20,      17.5,      23.3,      12.0,       4.6,,,,,,,       2.0
봉화,271,05-20,      16.0,      24.2,       8.1,       4.4,      66.7,       7.9,,,     973.1,    1009.7,       1.4
영주,272,05-20,      17.7,      24.8,      10.7,       4.3,      60.9,       8.5,,,     985.7,    1009.9,       2.4
문경,273,05-20,      17.9,      24.9,      10.9,       3.8,      61.5,       8.3,,,     990.3,    1010.2,       1.7
청송군,276,05-20,      16.5,      25.0,       8.7,       1.5,      67.0,       7.8,,,     987.8,    1011.9,       1.4
영덕,277,05-20,      18.0,      24.0,      12.2,       2.4,      63.1,       8.3,,,    1005.9,    1011.0,       2.6
의성,278,05-20,      17.6,      26.2,       9.3,       2.8,      63.4,       7.9,,,    1001.0,    1010.3,       1.2
구미,279,05-20,      19.2,      26.2,      12.1,       2.6,      59.8,       8.2,,,    1005.0,    1010.4,       1.6
영천,281,05-20,      18.4,      26.0,      11.0,       2.7,      59.8,       8.2,,,     999.8,    1010.6,       1.8
경주시,283,05-20,      18.1,      25.6,      11.2,       1.2,      65.4,       8.2,,,    1007.6,    1012.0,       2.4
경주시,283,05-20,      18.1,      25.6,      11.2,       1.2,      65.4,       8.2,,,    1007.6,    1012.0,       2.4
거창,284,05-20,      17.5,      25.2,       9.9,       3.1,      65.0,       8.3,,,     984.7,    1010.7,       1.5
합천,285,05-20,      18.7,      26.4,      11.4,       2.9,      60.5,       7.7,,,    1006.9,    1010.7,       1.5
밀양,288,05-20,      18.8,      26.2,      11.7,       3.6,      64.2,       7.8,,,    1009.4,    1010.8,       1.5
산청,289,05-20,      18.2,      25.3,      11.3,       3.6,      62.5,       8.1,,,     994.9,    1011.2,       1.6
거제,294,05-20,      18.4,      23.8,      13.2,       6.2,      65.4,       8.0,,,    1006.0,    1010.5,       1.9
남해,295,05-20,      18.6,      24.6,      13.4,       6.2,      63.8,       8.1,,,    1006.1,    1011.5,       1.6
강남,400,05-20,      19.4,      24.7,      14.8,       3.5,,,,,,,       1.8
서초,401,05-20,      19.5,      25.4,      14.3,       3.4,,,,,,,       1.4
강동,402,05-20,      18.9,      25.0,      13.5,       3.5,,,,,,,       1.6
송파,403,05-20,      19.6,      25.1,      14.8,       3.5,,,,,,,       1.8
강서,404,05-20,      18.5,      23.9,      14.1,       3.3,,,,,,,       1.8
양천,405,05-20,      19.4,      24.9,      14.8,       3.3,,,,,,,       1.6
도봉,406,05-20,      18.1,      24.5,      12.3,       4.0,,,,,,,       1.2
노원,407,05-20,      18.0,      24.8,      11.5,       3.7,,,,,,,       1.6
동대문,408,05-20,      19.3,      24.9,      14.4,       3.5,,,,,,,       2.0
중랑,409,05-20,      19.5,      24.9,      14.8,       3.7,,,,,,,       2.2
기상청,410,05-20,      18.9,      24.3,      14.1,       3.6,,,,,,,       1.6
마포,411,05-20,      19.1,      24.4,      14.7,       3.2,,,,,,,       2.3
서대문,412,05-20,      18.0,      24.5,      12.8,       3.3,,,,,,,       1.4
광진,413,05-20,      19.2,      24.9,      14.4,       3.6,,,,,,,       1.9
성북,414,05-20,      18.4,      23.9,      13.5,       3.6,,,,,,,       1.8
용산,415,05-20,      19.4,      24.8,      14.6,       3.4,,,,,,,       2.0
은평,416,05-20,      17.8,      23.9,      12.2,       3.2,,,,,,,       1.7
금천,417,05-20,      18.6,      23.8,      14.4,       3.9,,,,,,,       2.2
중구,419,05-20,      17.8,      23.7,      13.1,       3.1,,,,,,,       1.6
성동,421,05-20,      19.4,      24.5,      15.0,       3.4,,,,,,,       2.4
구로,423,05-20,      18.2,      24.0,      13.1,       3.5,,,,,,,       2.0
강북,424,05-20,      19.3,      24.9,      14.2,       3.8,,,,,,,       1.9
남현,425,05-20,      18.2,      24.2,      12.4,       2.7,,,,,,,       1.3
부천,433,05-20,      18.6,      23.7,      13.8,       3.8,,,,,,,       1.4
안양,434,05-20,      18.5,      23.6,      13.9,       4.1,,,,,,,       2.2
광명,437,05-20,      18.9,      24.0,      14.4,       4.2,,,,,,,       2.1
군포,438,05-20,      18.7,      24.0,      13.9,       4.3,,,,,,,       1.7
김포,441,05-20,      17.4,      22.6,      12.7,       3.5,,,,,,,       2.3
하남,444,05-20,      18.6,      25.1,      12.5,       3.5,,,,,,,       1.0
의왕,445,05-20,      17.1,      23.1,      11.4,       4.3,,,,,,,       1.1
포천,504,05-20,      17.7,      24.7,      11.4,       3.7,,,,,,,       1.6
가평조종,505,05-20,      16.5,      24.0,       9.4,       4.0,,,,,,,       1.2
영등포,510,05-20,      19.4,      24.6,      15.1,       3.3,,,,,,,       1.8
인천연수,512,05-20,      17.5,      22.9,      13.1,       2.8,,,,,,,       1.8
안성,516,05-20,      18.5,      24.9,      12.5,       2.8,,,,,,,       1.3
간성,517,05-20,      17.4,      22.6,      12.6,       4.5,,,,,,,       1.9
평창,526,05-20,      16.4,      23.8,       9.9,       3.7,,,,,,,       1.3
의정부,532,05-20,      17.6,      24.2,      11.5,       3.9,,,,,,,       1.2
횡성,536,05-20,      17.3,      25.1,      10.6,       4.2,,,,,,,       1.3
고양,540,05-20,      17.6,      24.6,      11.6,       3.4,,,,,,,       1.4
남양주,541,05-20,      17.5,      24.9,      10.5,       4.0,,,,,,,       1.2
안산,545,05-20,      16.8,      23.7,      10.9,       2.7,,,,,,,       1.7
경기광주,546,05-20,      17.4,      24.1,      11.4,       3.3,,,,,,,       1.7
여주,548,05-20,      18.0,      25.0,      11.7,       2.9,,,,,,,       1.4
용인,549,05-20,      17.2,      24.0,      11.2,       3.2,,,,,,,       1.5
오산,550,05-20,      17.9,      24.7,      12.2,       3.2,,,,,,,       1.4
평택,551,05-20,      18.7,      25.0,      13.3,       2.8,,,,,,,       1.9
화천,555,05-20,      17.0,      25.0,      10.4,       3.8,,,,,,,       1.2
양구,556,05-20,      16.5,      24.6,      10.1,       3.7,,,,,,,       1.2
시흥,565,05-20,      17.8,      23.3,      12.9,       3.0,,,,,,,       1.8
구리,569,05-20,      18.6,      24.9,      12.9,       3.8,,,,,,,       1.4
금곡,570,05-20,      16.9,      22.7,      12.2,       2.9,,,,,,,       1.5
화성,571,05-20,      17.4,      23.3,      12.4,       2.5,,,,,,,       1.5
성남,572,05-20,      18.9,      24.9,      13.2,       3.4,,,,,,,       1.3
과천,590,05-20,      18.0,      24.4,      12.1,       3.5,,,,,,,       2.0
진부령,595,05-20,      15.0,      20.9,      10.0,       4.1,,,,,,,       3.2
양주,598,05-20,      17.6,      24.4,      11.2,       3.4,,,,,,,       1.6
단양,601,05-20,      18.0,      25.5,      11.5,       3.2,,,,,,,       1.1
진천,602,05-20,      17.8,      24.8,      11.3,       3.4,,,,,,,       1.4
괴산,603,05-20,      17.5,      24.7,      10.5,       3.7,,,,,,,       1.3
옥천,604,05-20,      18.0,      25.1,      11.5,       3.1,,,,,,,       1.3
세종연서,611,05-20,      17.7,      24.9,      11.8,       3.0,,,,,,,       1.5
공주,612,05-20,      18.6,      25.5,      12.4,       2.8,,,,,,,       1.6
서천,614,05-20,      17.4,      23.1,      12.5,       2.5,,,,,,,       2.2
논산,615,05-20,      18.4,      25.2,      12.4,       2.6,,,,,,,       1.8
당진,616,05-20,      17.1,      23.2,      12.1,       3.2,,,,,,,       2.4
청양,618,05-20,      17.2,      24.3,      10.7,       3.0,,,,,,,       1.5
음성,619,05-20,      17.2,      24.9,      10.0,       3.0,,,,,,,       1.5
증평,623,05-20,      18.0,      25.3,      11.3,       2.8,,,,,,,       1.5
태안,627,05-20,      16.9,      22.2,      12.4,       2.7,,,,,,,       1.9
예산,628,05-20,      18.3,      24.9,      12.7,       2.4,,,,,,,       2.3
아산,634,05-20,      18.1,      24.4,      13.2,       2.4,,,,,,,       2.1
계룡,636,05-20,      17.2,      24.5,      10.4,       3.2,,,,,,,       1.2
오월드,642,05-20,      19.5,      25.9,      13.6,       3.2,,,,,,,       1.5
세천,643,05-20,      18.0,      25.1,      11.3,       2.8,,,,,,,       1.2
장동,648,05-20,      18.4,      25.1,      12.1,       2.6,,,,,,,       1.2
부평,649,05-20,      18.1,      25.1,      11.5,       2.6,,,,,,,       0.7
연천청산,652,05-20,      17.6,      24.6,      11.3,       3.2,,,,,,,       1.4
양양,670,05-20,      18.4,      23.4,      13.5,       3.9,,,,,,,       2.8
사북,674,05-20,      14.8,      21.0,       8.8,       4.2,,,,,,,       2.9
무안,699,05-20,      17.9,      23.9,      12.6,       3.4,,,,,,,       1.9
무주,701,05-20,      17.1,      24.8,       9.8,       3.1,,,,,,,       1.5
익산,702,05-20,      18.4,      24.9,      12.6,       2.6,,,,,,,       1.8
진안,703,05-20,      16.3,      23.6,       9.6,       2.8,,,,,,,       1.7
담양,706,05-20,      18.2,      25.2,      11.8,       3.8,,,,,,,       1.8
광산,708,05-20,      18.5,      25.5,      12.2,       3.5,,,,,,,       1.9
구례,709,05-20,      18.6,      26.2,      11.6,       3.4,,,,,,,       1.5
나주,710,05-20,      18.5,      25.7,      12.3,       3.8,,,,,,,       1.5
순천시,712,05-20,      19.3,      24.9,      14.2,       5.3,,,,,,,       1.9
광양읍,713,05-20,      19.0,      25.7,      13.0,       5.1,,,,,,,       1.4
조선대,722,05-20,      19.1,      25.3,      13.3,       3.0,,,,,,,       2.1
거문도,723,05-20,      17.7,      21.1,      15.1,       4.5,,,,,,,       3.1
추자도,724,05-20,      16.6,      19.7,      14.2,       4.0,,,,,,,       3.6
장성,730,05-20,      18.0,      25.3,      11.7,       3.1,,,,,,,       1.6
영암,731,05-20,      18.5,      24.7,      12.8,       3.7,,,,,,,       2.2
보성,732,05-20,      17.2,      23.6,      11.2,       6.1,,,,,,,       1.9
완주,734,05-20,      18.4,      25.7,      11.8,       3.2,,,,,,,       2.1
김제,737,05-20,      18.6,      24.8,      13.4,       2.5,,,,,,,       2.4
화순,741,05-20,      18.5,      25.8,      12.0,       3.2,,,,,,,       1.3
함평,754,05-20,      18.1,      24.5,      12.6,       3.3,,,,,,,       1.8
곡성,768,05-20,      18.4,      25.6,      11.7,       3.4,,,,,,,       1.4
성판악,782,05-20,      14.9,      19.1,      10.7,      17.2,,,,,,,       2.6
풍암,788,05-20,      19.1,      26.2,      12.6,       4.2,,,,,,,       1.3
압해도,789,05-20,      17.9,      23.0,      13.8,       2.6,,,,,,,       2.9
영양,801,05-20,      16.7,      24.2,       9.9,       3.0,,,,,,,       1.6
성주,810,05-20,      18.8,      26.2,      11.5,       3.0,,,,,,,       1.4
고령,812,05-20,      18.4,      26.1,      11.2,       3.5,,,,,,,       1.1
청도,813,05-20,      18.4,      26.2,      11.6,       3.3,,,,,,,       1.6
예천,815,05-20,      17.9,      25.7,      10.8,       3.2,,,,,,,       1.3
김천,822,05-20,      18.7,      26.6,      11.2,       2.8,,,,,,,       1.1
군위,823,05-20,      17.9,      26.0,      10.4,       3.1,,,,,,,       1.5
칠곡,825,05-20,      19.2,      26.5,      12.3,       2.9,,,,,,,       2.0
경산,827,05-20,      19.9,      27.0,      13.7,       3.2,,,,,,,       2.0
달성,828,05-20,      19.6,      27.0,      13.2,       3.1,,,,,,,       1.7
대구서구,846,05-20,      20.4,      26.9,      14.3,       2.7,,,,,,,       2.1
신암,860,05-20,      20.4,      26.8,      14.5,       2.4,      54.8,       8.1,       4.5,,    1003.2,    1010.1,       2.2
완산,864,05-20,      19.1,      25.8,      13.0,       2.4,      63.7,       7.5,       4.6,       4.5,    1003.8,    1010.2,       1.8
삼척,876,05-20,      18.6,      23.2,      14.0,       2.4,,,,,,,       2.2
울기,901,05-20,      16.9,      20.6,      14.4,       3.4,,,,,,,       2.7
삼천포,907,05-20,      18.4,      22.7,      14.9,       5.5,,,,,,,       1.8
영도,910,05-20,      17.2,      20.7,      14.4,       4.3,,,,,,,       3.4
고성,918,05-20,      18.5,      24.2,      13.3,       5.7,,,,,,,       2.1
창녕,919,05-20,      19.1,      27.0,      11.5,       3.5,,,,,,,       1.9
함안,920,05-20,      18.6,      26.8,      11.5,       4.3,,,,,,,       1.4
가덕도,921,05-20,      17.8,      22.0,      15.0,       4.3,,,,,,,       3.5
기장,923,05-20,      18.1,      23.3,      13.1,       4.9,,,,,,,       1.9
간절곶,924,05-20,      16.9,      20.1,      14.2,       4.0,,,,,,,       3.7
하동,932,05-20,      19.2,      25.8,      13.4,       6.0,,,,,,,       1.5
해운대,937,05-20,      18.4,      23.0,      14.5,       5.2,,,,,,,       2.3
부산진,938,05-20,      19.3,      24.1,      15.3,       5.3,,,,,,,       2.2
동래,940,05-20,      19.3,      24.5,      14.9,       4.6,,,,,,,       1.9
북구,941,05-20,      19.0,      24.2,      14.6,       4.9,,,,,,,       2.0
부산남구,942,05-20,      19.0,      23.2,      15.5,       5.0,,,,,,,       2.0
정자,949,05-20,      18.4,      23.5,      13.4,       3.2,,,,,,,       2.6
속초,90,05-21,      17.4,      22.3,      13.1,       3.0,      67.9,       7.5,,,    1007.0,    1009.2,       2.5
철원,95,05-21,      17.4,      23.8,      11.0,       2.0,      65.9,       7.6,,,     991.9,    1009.9,       1.9
동두천,98,05-21,      17.9,      25.0,      11.8,       2.1,      64.1,       7.5,,,     997.1,    1010.1,       1.6
파주,99,05-21,      17.1,      24.1,      11.2,       2.5,      71.5,       7.6,,,    1007.0,    1010.6,       1.6
대관령,100,05-21,      13.6,      19.9,       7.6,       2.7,      67.0,       8.5,,,     918.3,    1009.9,       3.8
춘천,101,05-21,      18.3,      25.2,      11.9,       2.0,      66.4,       7.6,,,    1001.2,    1010.1,       1.3
백령도,102,05-21,      15.3,      19.4,      11.8,       2.1,      68.7,       7.7,       5.1,,     994.2,    1009.9,       4.8
강릉,105,05-21,      19.4,      24.4,      14.6,       2.1,      56.8,       7.8,,,    1006.5,    1009.6,       2.5
동해,106,05-21,      17.6,      22.0,      13.6,       2.2,      65.8,       7.8,,,    1005.0,    1009.4,       2.3
서울,108,05-21,      19.1,      24.6,      14.1,       2.3,      59.8,       7.5,       4.7,       5.1,    1000.2,    1010.3,       2.4
인천,112,05-21,      17.5,      22.4,      13.7,       2.1,      70.2,       8.1,       4.8,       4.6,    1002.2,    1010.3,       2.7
원주,114,05-21,      18.7,      25.3,      12.3,       1.4,      61.0,       7.5,,,     992.8,    1010.2,       1.2
울릉도,115,05-21,      17.1,      21.0,      13.7,       3.4,      67.3,       8.6,       4.7,       5.6,     984.5,    1010.2,       3.9
수원,119,05-21,      18.5,      24.5,      13.0,       1.8,      66.2,       7.9,       4.7,       5.0,    1006.5,    1010.7,       1.8
영월,121,05-21,      17.4,      25.0,      10.5,       2.2,      65.0,       7.4,,,     982.3,    1010.1,       1.4
충주,127,05-21,      18.3,      25.4,      11.5,       1.8,      60.5,       8.0,,,     999.2,    1010.5,       1.6
서산,129,05-21,      17.4,      23.4,      12.1,       1.8,      71.4,       8.1,,,    1007.8,    1010.8,       2.7
울진,130,05-21,      17.3,      22.2,      12.9,       2.1,      69.4,       8.2,,,    1004.0,    1009.8,       2.9
청주,131,05-21,      19.6,      25.7,      13.9,       1.7,      57.5,       8.4,       4.6,       5.4,    1003.8,    1010.5,       1.8
